User Name,Book Title,Book Author,Genre,Sub-Genre
LunaFox,Notes On An Execution,Danya Kukafka,Fiction,Literary Fiction
LunaFox,Royal Assassin,Robin Hobb,Fiction,Fantasy
LunaFox,Assassin's Quest,Robin Hobb,Fiction,Fantasy
LunaFox,Angels Before Man,Rafael Nicolas,Fiction,Literary Fiction
BrickNY,Of War and Ruin,Ryan Cahill,Fiction,Fantasy
BrickNY,The Killer Angels,Michael Shaara,Fiction,Literary Fiction
BrickNY,Annihilation,Jeff Vandermeer,Fiction,Literary Fiction
BrickNY,Fourth Wing,Rebecca Yarros,Fiction,Fantasy
BrickNY,Demon Copperhead,Barbara Kingsolver,Fiction,Literary Fiction
BrickNY,A River Enchanted,Rebecca Ross,Fiction,Literary Fiction
BrickNY,The City of Brass,S.A. Chakraborty,Fiction,Literary Fiction
BrickNY,The Forgetting Moon,Brian Durfee,Fiction,Literary Fiction
BrickNY,Interview With The Vampire,Anne Rice,Fiction,Literary Fiction
BrickNY,Wrath,John Gwynne,Fiction,Literary Fiction
BrickNY,The Late Show,Michael Connelly,Fiction,Literary Fiction
FrostRun,Lula Dean's Little Library of Banned Books,Kirsten Miller,Fiction,Literary Fiction
FrostRun,The Change,Kirsten Miller,Fiction,Literary Fiction
CaliOttr,One Day Everyone Will Have Always Been Against This,Omar El Akaad,Fiction,Literary Fiction
CaliOttr,Blue Sisters,Coco Mellors,Fiction,Literary Fiction
CaliOttr,Untethered Sky,Fonda Lee,Fiction,Literary Fiction
CaliOttr,"Really Good, Actually",Monica Heisey,Fiction,Literary Fiction
CaliOttr,Martyr!,Kaveh Akbar,Fiction,Literary Fiction
CaliOttr,Eleanor Oliphant is Completely Fine,Gail Honeyman,Fiction,Literary Fiction
CaliOttr,Last Argument of Kings,Joe Abercrombie,Fiction,Literary Fiction
TNbarNash,No Country For Old Men,Cormac McCarthy,Fiction,Literary Fiction
TNbarNash,11/22/63,Stephen King,Fiction,Literary Fiction
WiseOwl,The Dispossessed,Ursula K. Le Guin,Fiction,Sci-Fi
WiseOwl,Absalom Absalom!,William Faulkner,Fiction,Literary Fiction
WiseOwl,Suttree,Cormac McCarthy,Fiction,Literary Fiction
WiseOwl,Anna Karenina,Leo Tolstoy,Fiction,Literary Fiction
WiseOwl,If Beale Street Could Talk,James Baldwin,Fiction,Literary Fiction
WiseOwl,Infinite Jest,David Foster Wallace,Fiction,Literary Fiction
WiseOwl,Blackshirts and Reds,Michael Parenti,Fiction,Literary Fiction
WiseOwl,Flights,Olga Tokarczuk,Fiction,Literary Fiction
WiseOwl,A Room of One's Own,Virginia Woolf,Fiction,Literary Fiction
WiseOwl,Lincoln in the Bardo,George Saunders,Fiction,Literary Fiction
WiseOwl,The Myth of Sisyphus,Albert Camus,Fiction,Literary Fiction
WiseOwl,The Left Hand of Darkness,Ursula K. Le Guin,Fiction,Sci-Fi
WiseOwl,Disgrace,J.M. Coetzee,Fiction,Literary Fiction
WiseOwl,Beloved,Toni Morrison,Fiction,Literary Fiction
WiseOwl,Things Fall Apart,Chinua Achebe,Fiction,Literary Fiction
WiseOwl,Stella Maris,Cormac McCarthy,Fiction,Literary Fiction
WiseOwl,A Month in the Country,J.L. Carr,Fiction,Literary Fiction
WiseOwl,Waiting for the Barbarians,J.M. Coetzee,Fiction,Literary Fiction
WiseOwl,Those Who Leave and Those Who Stay,Elena Ferrante,Fiction,Literary Fiction
WiseOwl,The Hundred Years' War on Palestine,Rashid Khalidi,Non-Fiction,History
MaxJet,Blood Over Bright haven,M.L. Wang,Fiction,Literary Fiction
MaxJet,The Will of the Many,James Islington,Fiction,Fantasy
MaxJet,All The Colors of the Dark,Chris Whitaker,Fiction,Literary Fiction
MaxJet,Six of Crows,Leigh Bardugo,Fiction,Literary Fiction
MaxJet,"Kill For Me, Kill For You",Steve Cavanagh,Fiction,Literary Fiction
MaxJet,Fourth Wing,Rebecca Yarros,Fiction,Fantasy
MaxJet,The Mistborn,Brandon Sanderson,Fiction,Fantasy
WAreadrRiv,The Glass Castle,Jeannette Walls,Fiction,Literary Fiction
WAreadrRiv,What Kind of Paradise,Janelle Brown,Fiction,Literary Fiction
WAreadrRiv,The Four Winds,Kristin Hannah,Fiction,Literary Fiction
WAreadrRiv,All The Colors of the Dark,Chris Whitaker,Fiction,Literary Fiction
WAreadrRiv,Broken Country,Clare Leslie Hall,Fiction,Literary Fiction
WAreadrRiv,Lonsome Dove,Larry McMurtry,Fiction,Literary Fiction
WAreadrRiv,I'll Have What She's Having,Chelsea Handler,Fiction,Literary Fiction
WAreadrRiv,The Four Agreements,Don Miguel Ruiz,Fiction,Literary Fiction
WAreadrRiv,The Lost Story,Meg Shaffer,Fiction,Literary Fiction
WAreadrRiv,Mad Honey,Jodi Picoult,Fiction,Literary Fiction
WAreadrRiv,The Handmaids Tale,Margaret Atwood,Fiction,Literary Fiction
WAreadrRiv,The Road,Cormac McCarthy,Fiction,Literary Fiction
WAreadrRiv,Pictures of You,Emma C Grey,Fiction,Literary Fiction
WAreadrRiv,Say Nothing,Patrick Radden Keefe,Non-Fiction,History
AgilePath,Copaganda,Alec Karakatsanis,Fiction,Literary Fiction
AgilePath,In Case You Read This,Edward Underhill,Fiction,Literary Fiction
AgilePath,Maine Characters,Hannah Orenstein,Fiction,Literary Fiction
AgilePath,Joy Moody Is Out of Time,Kerryn Mayne,Fiction,Literary Fiction
Theo617,Murderland,Caroline Fraser,Fiction,Literary Fiction
Theo617,Cujo,Stephen King,Fiction,Horror
Theo617,Lilith,Eric Rickstad,Fiction,Literary Fiction
Theo617,11/22/63,Stephen King,Fiction,Literary Fiction
Theo617,The Hounding,Xenobe Purvis,Fiction,Literary Fiction
Theo617,The Arm,Jeff Passan,Fiction,Literary Fiction
PandaPA,The Last Unicorn,Peter S. Beagle,Fiction,Literary Fiction
PandaPA,Lula Dean's Little Library of Banned Books,Kirsten Miller,Fiction,Literary Fiction
PandaPA,A House With Good Bones,T. Kingfisher,Fiction,Literary Fiction
QuickBat,The Devils,Joe Abercrombie,Fiction,Literary Fiction
QuickBat,Crooked Kingdom,Leigh Bardugo,Fiction,Literary Fiction
MN_Elsa,Dream Count,Chimamanda Ngozi Adiche,Fiction,Literary Fiction
MN_Elsa,The Glass Hotel,Emily St John Mandel,Fiction,Literary Fiction
MN_Elsa,The Dutch House,Ann Patchett,Fiction,Literary Fiction
MN_Elsa,Piranesi,Susanna Clarke,Fiction,Fantasy
MN_Elsa,Homegoing,Yaa Gyasi,Fiction,Literary Fiction
MN_Elsa,Tell Me Everything,Elizabeth Strout,Fiction,Literary Fiction
MN_Elsa,So Late In The Day,Claire Keegan,Fiction,Literary Fiction
MN_Elsa,Foster,Claire Keegan,Fiction,Literary Fiction
MN_Elsa,Mermedusa,Thomas Taylor,Fiction,Literary Fiction
UrbanEdge,House of Incest,Anais Nin,Fiction,Literary Fiction
UrbanEdge,The Passion,Jeannette Winterson,Fiction,Literary Fiction
UrbanEdge,Sexing The Cherry,Jeannette Winterson,Fiction,Literary Fiction
UrbanEdge,The Left Hand of Darkness,Ursula K. Le Guin,Fiction,Sci-Fi
UrbanEdge,Near To The Wild Heart,Clarice Lispector,Fiction,Literary Fiction
UrbanEdge,Light Years,James Salter,Fiction,Literary Fiction
UrbanEdge,Knots,R.D. Laing,Fiction,Literary Fiction
UrbanEdge,To The,Virginia Wolf,Fiction,Literary Fiction
UrbanEdge,Autobiography of Red,Anne Carson,Non-Fiction,Memoir/Biography
UrbanEdge,Giovanni's Room,James Baldwin,Fiction,Literary Fiction
LA_Milo,Satanic Verses,Salman Rushdie,Fiction,Literary Fiction
LA_Milo,Near To The Wild Heart,Clarice Lipspector,Fiction,Literary Fiction
LA_Milo,Violetta,Isabelle Allende,Fiction,Literary Fiction
LA_Milo,The Passion According to G.H.,Clarice Lipspector,Fiction,Literary Fiction
LA_Milo,The Unbearable Lightness of Being,Milan Kundera,Fiction,Literary Fiction
StormCat,The Butcher's Masquerade,Matt Dinniman,Fiction,Literary Fiction
StormCat,Klara and the Sun,Kazuo Ishiguro,Fiction,Literary Fiction
StormCat,Convenience Store Woman,Sayaka Murata,Fiction,Literary Fiction
StormCat,Brave New World,Aldous Huxley,Fiction,Literary Fiction
VA_Quinn,To The Lighthouse,Virginia Woolf,Fiction,Literary Fiction
VA_Quinn,The Mirror,Hilary Mantel,Fiction,Literary Fiction
VA_Quinn,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,Literary Fiction
VA_Quinn,White Teeth,Zadie Smith,Fiction,Literary Fiction
VA_Quinn,There Are Rivers in the Sky,Elif Shafak,Fiction,Literary Fiction
VA_Quinn,The Air War,Adrian Tchaikovsky,Fiction,Fantasy
VA_Quinn,Kairos,Jenny Erpenbeck,Fiction,Literary Fiction
VA_Quinn,The Secret History,Donna Tartt,Non-Fiction,History
VA_Quinn,On the Calculation of Volume,Solvej Balle,Fiction,Literary Fiction
VA_Quinn,The South,Tash Aw,Fiction,Literary Fiction
HappyEel,1984,George Orwell,Fiction,Dystopian
HappyEel,Wild Dark Shore,Charlotte McConaghy,Fiction,Literary Fiction
HappyEel,The Will of the Many,James Islington,Fiction,Literary Fiction
HappyEel,Red Rising,Pierce Brown,Fiction,Fantasy
HappyEel,Golden Son,Pierce Brown,Fiction,Fantasy
HappyEel,Morning Star,Pierce Brown,Fiction,Literary Fiction
HappyEel,Song of Achilles,Madeline Miller,Fiction,Literary Fiction
HappyEel,The Midnight Library,Matt Haig,Fiction,Literary Fiction
HappyEel,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
HappyEel,Piranesi,Susanna Clarke,Fiction,Fantasy
HappyEel,Tomorrow and Tomorrow and Tomorrow,Gabrielle Zevin,Fiction,Literary Fiction
HappyEel,A Court of Mist and Fury,Sara J. Maas,Fiction,Fantasy
HappyEel,A Court of Wings and Ruin,Sara J. Maas,Fiction,Fantasy
HappyEel,Iron Flame,Rebecca Yarros,Fiction,Fantasy
HappyEel,Hail Mary,Andy Weir,Fiction,Sci-Fi
Frodo7,Intermezzo,Sally Rooney,Fiction,Literary Fiction
Frodo7,The Bee Sting,Paul Murray,Fiction,Literary Fiction
Frodo7,Middlesex,Jeffrey Eugenides,Fiction,Literary Fiction
Frodo7,Careless People: A story of where is used to work,Sarah Wynn-WilliamsA,Fiction,Literary Fiction
Frodo7,A Language of Limbs,Dylin Hardcastle,Fiction,Literary Fiction
Frodo7,The Bell Jar,Sylvia Plath,Fiction,Literary Fiction
Frodo7,Isola,Allegra Goodman,Fiction,Literary Fiction
Frodo7,The Safe Keep,Yael Van Der Wouden,Fiction,Literary Fiction
Frodo7,All My Mothers,Joanna Glen,Fiction,Literary Fiction
Frodo7,Down The Drain,Julia Fox,Fiction,Literary Fiction
Frodo7,Picnic at Hanging Rock,Joan Lindsay,Fiction,Literary Fiction
Frodo7,Margo's Got Money Troubles,Rufi Thorpe,Fiction,Literary Fiction
Frodo7,Small Things Like These,Claire Keegan,Fiction,Literary Fiction
MapleTO,11/22/63,Stephen King,Fiction,Literary Fiction
MapleTO,The Shining,Stephen King,Fiction,Horror
MapleTO,Hail Mary,Andy Weir,Fiction,Sci-Fi
MapleTO,End of Fever,Stephen King,Fiction,Horror
MapleTO,Murder on the Orient Express,Agatha Christie,Fiction,Mystery/Thrillers
MapleTO,The Witcher: The Last Wish,Andrzei Sapkowski,Fiction,Fantasy
MapleTO,Cujo,Stephen King,Fiction,Horror
MapleTO,The Murder At the Vicarage,Agatha Christie,Fiction,Literary Fiction
MapleTO,Mr. Mercedes,Stephen King,Fiction,Horror
MapleTO,Hex,Thomas Olde Heuvelt,Fiction,Literary Fiction
MapleTO,Frankenstein,Mary Shelly,Fiction,Literary Fiction
MapleTO,Finders Keepers,Stephen King,Fiction,Horror
MapleTO,The Willows,Algernon Blackwood,Fiction,Literary Fiction
MapleTO,Dracula,Bram Stoker,Fiction,Literary Fiction
MapleTO,The House of a Thousand Chandles,Meredith Nicholson,Fiction,Literary Fiction
MapleTO,The Red House Mystery,A. A. Milne,Fiction,Literary Fiction
JazzNote,Emily Wilde's Compendium of Lost Tales,Heather Fawcett,Fiction,Literary Fiction
JazzNote,Once Upon A River,Diane Setterfield,Fiction,Literary Fiction
JazzNote,A Tree Grows in Brooklyn,Betty Smith,Fiction,Literary Fiction
JazzNote,The Lion Women of Tehran,Marjan Kamali,Fiction,Literary Fiction
JazzNote,Nettle & Bone,Ursula Vernon,Fiction,Literary Fiction
JazzNote,A River Enchanted,Rebecca Ross,Fiction,Literary Fiction
JazzNote,Gentleman In Moscow,Amor Towles,Fiction,Literary Fiction
NY_Percy,Beowulf,Maria Dahvana Headley,Fiction,Literary Fiction
NY_Percy,Fagin the Thief,Allison Epstein,Fiction,Historical Fiction
NY_Percy,Moby Dick,Herman Melville,Fiction,Literary Fiction
NY_Percy,Roadside Picnic,Arkady Strugatsky,Fiction,Sci-Fi
NY_Percy,Shubeik Lubeik,Deena Mohamed,Fiction,Literary Fiction
NY_Percy,A Song of Legends Lost,M.H. Ayinde,Fiction,Literary Fiction
NY_Percy,The Adventures of Huckleberry Finn,Mark Twain,Fiction,Literary Fiction
NY_Percy,The Factory,Hiroko Oyamada,Fiction,Literary Fiction
NY_Percy,Lincoln in the Bardo,George Saunders,Fiction,Literary Fiction
NY_Percy,Lolita,Vladimir Nabakov,Fiction,Literary Fiction
NY_Percy,Parable of the Sower,Octavia E. Butler,Fiction,Literary Fiction
NY_Percy,Secondhand Time: The Last of the Soviets,Svetlana Alexievich,Non-Fiction,History
BrightHen,The Sisters Brothers,Patrick deWitt,Fiction,Literary Fiction
BrightHen,Crossroads,Jonathan Franzen,Fiction,Literary Fiction
BrightHen,Normal People,Sally Rooney,Fiction,Literary Fiction
BrightHen,Under Major Domo Minor,Patrick deWitt,Fiction,Literary Fiction
BrightHen,House of Sand and Fog,Andrew Dubus III,Fiction,Literary Fiction
BrightHen,Trust,Hernan Diaz,Fiction,Literary Fiction
BrightHen,Factotum,Charles Bukowski,Fiction,Literary Fiction
BrightHen,Say Nothing,Patrick Radden Keefe,Non-Fiction,History
BrightHen,11/22/63,Stephen King,Fiction,Literary Fiction
BrightHen,The Librarianist,Patrick deWitt,Fiction,Literary Fiction
UT_Logan,The Spear Cuts Through Water,Simon Jiminez,Fiction,Literary Fiction
UT_Logan,James,Percival Everett,Fiction,Literary Fiction
UT_Logan,Pachinko,Min Jin Lee,Fiction,Literary Fiction
UT_Logan,Small Things Like These,Claire Keegan,Fiction,Literary Fiction
UT_Logan,Foster,Claire Keegan,Fiction,Literary Fiction
UT_Logan,The River Has Roots,Amal El-Mohtar,Fiction,Literary Fiction
UT_Logan,Giovanni's Room,James Baldwin,Fiction,Literary Fiction
UT_Logan,There There,Tommy Orange,Fiction,Literary Fiction
NimbleYak,Lonesome Dove,Larry McMurtry,Fiction,Literary Fiction
NimbleYak,Light Bringer,Pierce Brown,Fiction,Fantasy
NimbleYak,The Last Argument of Kings,Joe Abercrombie,Fiction,Literary Fiction
NimbleYak,11/22/63,Stephen King,Fiction,Literary Fiction
NimbleYak,The Blade itself,Joe Abercrombie,Fiction,Literary Fiction
NimbleYak,Farenheit 451,Ray Bradbury,Fiction,Literary Fiction
NimbleYak,Dark Matter,Blake Crouch,Fiction,Sci-Fi
AryaSF,Martyr!,Kaveh Akbar,Fiction,Literary Fiction
AryaSF,The Invisible Life Of ,V.E. Schwab,Fiction,Fantasy
AryaSF,Welcome to the Hyunam Dong Bookshop,Kwang Boreum,Fiction,Literary Fiction
MossBear,We Solve Murders,Richard Osman,Fiction,Literary Fiction
MossBear,The Bullet That Missed,Richard Osman,Fiction,Literary Fiction
MossBear,The Last Devil to Die,Richard Osman,Fiction,Literary Fiction
MossBear,The Magician King,Lev Grossman,Fiction,Fantasy
MossBear,The Magician's Land,Lev Grossman,Fiction,Fantasy
MossBear,The Bright Sword,Lev Grossman,Fiction,Fantasy
MossBear,Little Fires Everywhere,Celeste Ng,Fiction,Literary Fiction
MossBear,Daughter of the Forest,Juliette Marillier,Fiction,Literary Fiction
MossBear,Wild Dark Shore,Charlotte McConaghy,Fiction,Literary Fiction
MossBear,The Golem and the Jinni,Helene Wecker,Fiction,Fantasy
AZacctCody,Moby Dick,Herman Melville,Fiction,Literary Fiction
AZacctCody,Stoner,John Williams,Fiction,Literary Fiction
AZacctCody,Butcher's Crossing,John Williams,Fiction,Literary Fiction
AZacctCody,Lonesome Dove,Larry McMurtry,Fiction,Literary Fiction
AZacctCody,East of Eden,John Steinbeck,Fiction,Literary Fiction
AZacctCody,Suttree,Cormack McCarthy,Fiction,Literary Fiction
AZacctCody,Mort,Terry Pratchett,Fiction,Literary Fiction
AZacctCody,Neuromancer,William Gibson,Fiction,Sci-Fi
AZacctCody,The Exorcist,William Peter Blatty,Fiction,Literary Fiction
AZacctCody,100 Years of Solitude,Gabriel Garcia Marquez,Fiction,Literary Fiction
AZacctCody,Dungeon Crawler Carl - Book 1,Matt Dinniman,Fiction,Fantasy
SharpMind,The Silent Companions,Laura Purcell,Fiction,Horror
SharpMind,From Here To Eternity: Traveling the World to Find the Good Death,Caitlin Doughty,Fiction,Literary Fiction
SharpMind,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
SharpMind,Practice Magic,Alice Hoffman,Fiction,Literary Fiction
SharpMind,World War Z,Max Brooks,Fiction,Sci-Fi
SharpMind,The Once and Future Witches,Alix E. Harrow,Fiction,Literary Fiction
SharpMind,The Library of Lost Dollhouses,Elise Hooper,Fiction,Literary Fiction
Luna808,The Dungeon Anarchist's Cookbook,Matt Dinniman,Fiction,Fantasy
Luna808,Katabasis,R.F. Kuang,Fiction,Literary Fiction
Luna808,Mexican Gothic,Silvia Moreno-Garcia,Fiction,Horror
Luna808,Scythe,Neal Shusterman,Fiction,Literary Fiction
Luna808,The Gate of the Feral Gods,Matt Dinniman,Fiction,Literary Fiction
Luna808,Bride,Ali Hazelwood,Fiction,Literary Fiction
Luna808,Witchcraft for Wayward Girls,Grady Hendrix,Fiction,Fantasy
Luna808,White Rose,Kip Wilson,Fiction,Literary Fiction
Luna808,Dead to the World,Charlaine Harris,Fiction,Literary Fiction
Luna808,The Saturday Night Ghost Club,Craig Davidson,Fiction,Literary Fiction
Luna808,Club Dead,Geraldine Harris,Fiction,Literary Fiction
Luna808,Piransi,Susanna Clarke,Fiction,Fantasy
TidyOttr,The Handmaid's Tale,Margaret Atwood,Fiction,Literary Fiction
TidyOttr,American Psycho,Bret Easton Ellis,Fiction,Literary Fiction
TidyOttr,Crime and Punishment,Fyodor Dostoevsky,Fiction,Literary Fiction
TidyOttr,Millennium People,J.G. Ballard,Fiction,Literary Fiction
TidyOttr,Simulacra and Simulation,Jean Baudrillard,Fiction,Literary Fiction
TidyOttr,Blood Meridian,Cormac McCarthy,Fiction,Literary Fiction
TidyOttr,Solaris,Stanislaw Lem,Fiction,Sci-Fi
TidyOttr,Concrete Island,J.G. Ballard,Fiction,Literary Fiction
TidyOttr,The Main in the High Castle,Philip K. Dick,Fiction,Sci-Fi
TidyOttr,Annihiliation,Jeff VanderMeet,Fiction,Literary Fiction
TidyOttr,Eye in the Sky,Philip K. Dick,Fiction,Literary Fiction
TidyOttr,Child of God,Cormac McCarthy,Fiction,Literary Fiction
TidyOttr,Dark Places,Gillian Flynn,Fiction,Literary Fiction
TidyOttr,Kitchen Confidential,Anthony Bourdain,Fiction,Literary Fiction
TidyOttr,A Clockwork Orange,Anthony Burgess,Fiction,Literary Fiction
TidyOttr,The Three Body Problem,Liu Cixin,Fiction,Sci-Fi
TidyOttr,The Sun Also Rises,Ernest Hemingway,Fiction,Literary Fiction
TidyOttr,Some of Your Blood,Theodore Sturgeon,Fiction,Literary Fiction
TidyOttr,Neuromancer,William Gibson,Fiction,Sci-Fi
TX_Dean,Letters to Milena,Franz Kafka,Fiction,Literary Fiction
TX_Dean,Notes of a Crocodile,Qiu Miaojin,Fiction,Literary Fiction
TX_Dean,Elena Knows,Claudia Pineiro,Fiction,Literary Fiction
TX_Dean,Tales From the Cafe,Toshikazu Kawaguchi,Fiction,Literary Fiction
TX_Dean,Kim Jiyoung Born 1982,Cho Nam-Joo,Fiction,Literary Fiction
TX_Dean,Reservoir Bitches,Dahlia de la Cerda,Fiction,Literary Fiction
TX_Dean,Heartstopper: Volume Five,Alice Oseman,Fiction,Literary Fiction
TX_Dean,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Fiction,Literary Fiction
TX_Dean,The Setting Sun,Osamu Dazai,Fiction,Literary Fiction
SwiftJay,The Bee Sting,Paul Murray,Fiction,Literary Fiction
SwiftJay,Crying in H Mart,Michelle Zauner,Fiction,Literary Fiction
SwiftJay,Prophet Song,Paul Lynch,Fiction,Literary Fiction
SwiftJay,Skippy Dies,Paul Murray,Fiction,Literary Fiction
SwiftJay,Foster,Claire Keegan,Fiction,Literary Fiction
SwiftJay,Jane Eyre,Charlotte Bronte,Fiction,Literary Fiction
SwiftJay,Kim Jiyoung Born 1982,Cho Nam-Joo,Fiction,Literary Fiction
SwiftJay,I Who Have Never Known Men,Jacqueline Harpman,Fiction,Literary Fiction
SwiftJay,Henry Henry,Allen Bratton,Fiction,Literary Fiction
SwiftJay,Sunburn,Chloe Michelle Howarth,Fiction,Literary Fiction
SwiftJay,The Scorpio Races,Maggie Stiefvater,Fiction,Literary Fiction
SwiftJay,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction,Literary Fiction
NM_Echo,Johnny Got His Gun,Dalton Trumbo,Fiction,Literary Fiction
NM_Echo,Crime and Punishment,Fyodor Dostoevsky,Fiction,Literary Fiction
NM_Echo,On Palestine,Noam Chomsky,Fiction,Literary Fiction
NM_Echo,Negative Space,B.R. Yeager,Fiction,Literary Fiction
NM_Echo,Native Son,Richard Wright,Fiction,Literary Fiction
NM_Echo,The Ones Who Walk Away From Omelas,Ursula K. Le Guin,Fiction,Sci-Fi
NM_Echo,Sophie's World,Jostein Gaarder,Fiction,Literary Fiction
NM_Echo,Burmese Days,George Orwell,Fiction,Literary Fiction
NM_Echo,Interior Chinatown,Charles Wu,Fiction,Literary Fiction
SunnyPup,2666,Roberto Bolano,Fiction,Literary Fiction
SunnyPup,Company Man,Brent Wade,Fiction,Literary Fiction
SunnyPup,The Lying Life of Adults,Elena Ferrante,Fiction,Literary Fiction
SunnyPup,The Secret History,Donna Tartt,Non-Fiction,History
SunnyPup,My Brilliant Friend,Elena Ferrante,Fiction,Literary Fiction
SunnyPup,Fludd,Hilary Mantel,Fiction,Literary Fiction
SunnyPup,Horse Heaven,Jane Smiley,Fiction,Literary Fiction
SunnyPup,Silver Sparrow,Tayari Jones,Fiction,Literary Fiction
SunnyPup,No Longer At Ease,Chinua Achebe,Fiction,Literary Fiction
SunnyPup,Transcendent Kingdom,Yaa Gyasi,Fiction,Literary Fiction
KSnerdClar,Some Desperate Glory,Emily Tesh,Fiction,Literary Fiction
KSnerdClar,The Buffalo Hunter Hunter,Stephen Graham Jones,Fiction,Literary Fiction
KSnerdClar,How The Word Is Passed,Clint Smith,Fiction,Literary Fiction
KSnerdClar,Terry Pratchett,Going Postal,Fiction,Literary Fiction
KSnerdClar,Cobalt Red,Siddhartha Cara,Fiction,Literary Fiction
KSnerdClar,Exposure,Robert Bilott,Fiction,Literary Fiction
KSnerdClar,Revenger,Alastair Reynolds,Fiction,Literary Fiction
KSnerdClar,The Spears Cuts Through Water,Simon Jimenez,Fiction,Literary Fiction
KSnerdClar,Scott's Last Expedition,Robert Falcon Scott,Fiction,Literary Fiction
KSnerdClar,How to Hide an Empire,Daniel Immerwahr,Fiction,Literary Fiction
KSnerdClar,The Old Ways: A Journey on Foot,Robert Macfarlane,Fiction,Literary Fiction
KSnerdClar,Is a River Alive?,Robert Macfarlane,Fiction,Literary Fiction
BraveRam,Onyx Storm,Rebecca Yarros,Fiction,Literary Fiction
BraveRam,The Hunger Games,Suzanne Collins,Fiction,Literary Fiction
BraveRam,Binding 13,Chloe Walsh,Fiction,Literary Fiction
BraveRam,Keeping 13,Chloe Walsh,Fiction,Literary Fiction
BraveRam,Redeeming 6,Chloe Walsh,Fiction,Literary Fiction
BraveRam,Saving 6,Chloe Walsh,Fiction,Literary Fiction
BraveRam,Iron Flame,Rebecca Yarros,Fiction,Fantasy
BraveRam,Catching Fire,Suzanne Collins,Fiction,Literary Fiction
BraveRam,Mockingjay,Suzanne Collins,Fiction,Literary Fiction
BraveRam,Fearless,Lauren Roberts,Fiction,Literary Fiction
BraveRam,Powerless,Lauren Roberts,Fiction,Literary Fiction
BraveRam,Ignite Me,Tahereh Mafi,Fiction,Literary Fiction
IvySEA,Kim Jiyoung Born 1982,Cho Nam-Joo,Fiction,Literary Fiction
IvySEA,Kitchen Confidential,Anthony Bourdain,Non-Fiction,Memoir/Biography
IvySEA,Here One Moment,Liane Moriarty,Fiction,Literary Fiction
IvySEA,Twenty Years After,Alexander Dumas,Fiction,Literary Fiction
IvySEA,Stranger in a Strange Land,Robert Heinleiin,Fiction,Literary Fiction
IvySEA,Annihilation,Jeff Vandermeer,Fiction,Literary Fiction
IvySEA,John Dies at the End,Jason Pargin,Fiction,Literary Fiction
IvySEA,Authority,Jeff Vandermeer,Fiction,Literary Fiction
IvySEA,Acceptance,Jeff Vandermeer,Fiction,Literary Fiction
IvySEA,The Blue Hour,Paula Hawkins,Fiction,Literary Fiction
IvySEA,A Court of Wings and Ruin,Sarah J. Maas,Fiction,Fantasy
IvySEA,Piranesi,Susanna Clarke,Fiction,Fantasy
IvySEA,The Housemaid,Freida McFadden,Fiction,Literary Fiction
IvySEA,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction,Literary Fiction
CozyCub,The Dispossesed,Ursula K. Le Guin,Fiction,Sci-Fi
CozyCub,Pet Semetary,Stephen King,Fiction,Horror
CozyCub,The Myth of the Normal,Gabor Mate,Fiction,Literary Fiction
CozyCub,Lonesome Dove,Larry McMurtry,Fiction,Literary Fiction
CozyCub,A Thousand Splendid Suns,Khaled Hosseini,Fiction,Literary Fiction
CozyCub,Brave New World,Aldous Huxley,Fiction,Literary Fiction
CozyCub,East of Eden,John Steinbeck,Fiction,Literary Fiction
CozyCub,The Road,Cormac McCarthy,Fiction,Literary Fiction
CozyCub,Autobiography of Malcolm X,Malcolm X,Non-Fiction,Memoir/Biography
CozyCub,Who Rules the World?,Noam Chomsky,Fiction,Literary Fiction
CozyCub,Behave: The Biology of Humans,Robert Sapolsky,Non-Fiction,Science
CozyCub,Night,Elie Wiesel,Non-Fiction,Memoir/Biography
CozyCub,The Picture of Dorian Gray,Oscar Wilde,Fiction,Literary Fiction
CozyCub,11/22/63,Stephen King,Fiction,Literary Fiction
CozyCub,All the Sinners Bleed,S.A. Cosby,Fiction,Literary Fiction
CozyCub,Animal Farm,George Orwell,Fiction,Literary Fiction
Neo313,The First Fifteen Lives of Harry August,Claire North,Fiction,Literary Fiction
Neo313,The Book of M,Peng Shepherd,Fiction,Literary Fiction
Neo313,Highfire,Eoin Colfer,Fiction,Literary Fiction
Neo313,More Perfect,Temi Oh,Fiction,Literary Fiction
Neo313,Humble Pi: When Math Goes Wrong,Matt Parker,Non-Fiction,Science
Neo313,Witchcraft for Wayward Girls,Grady Hendrix,Fiction,Horror
Neo313,Martyr!,Kaveh Akbar,Fiction,Literary Fiction
Neo313,The Reformatory,Tahamarive Due,Fiction,Literary Fiction
Neo313,Lessons in Chemistry,Bonnie Garmous,Fiction,Literary Fiction
Neo313,The Heart Goes Last,Margaret Atwood,Fiction,Literary Fiction
Neo313,The Mountain in the Sea,Ray Nayler,Fiction,Literary Fiction
Neo313,The First to Die at the End,Adam Silvera,Fiction,Literary Fiction
Neo313,The Stranger,Albert Camus,Fiction,Literary Fiction
